Ref,Status,Location,Created,Status Changed,Priority,Cause,project,Report Status,Task Group
T84104.284,EHS Good Observation,JPC Project Management>EHS Management>EHS Inspections,21/05/2020,21/05/2020,Behavioural Failure,JPC - Safey - Access,1335,Closed,Safety
T84104.285,Closed,JPC Project Management>EHS Management>EHS Inspections,20/05/2020,23/06/2020,Other,JPC - Safety - Exclusion Zones,1335,Closed,Quality
T84104.286,Closed,JPC Project Management>EHS Management>EHS Inspections,20/05/2020,18/06/2020,Behavioural Failure,JPC - Safety - House Keeping,1335,Closed,Safety
T84104.287,EHS Good Observation,JPC Project Management>EHS Management>EHS Inspections,20/05/2020,20/05/2020,Behavioural Failure,JPC - Safety - Access,1335,Closed,Safety
T84104.288,Closed,JPC Project Management>EHS Management>EHS Inspections,19/05/2020,08/06/2020,Behavioural Failure,JPC - Safety - House Keeping,1335,Closed,Safety
T84104.289,Closed,JPC Project Management>EHS Management>EHS Inspections,19/05/2020,08/06/2020,Behavioural Failure,JPC - Safety - House Keeping,1335,Closed,Safety
T84104.29,Closed,JPC Project Management>EHS Management>EHS Inspections,19/05/2020,08/06/2020,Behavioural Failure,JPC - Safety - House Keeping,1335,Closed,Safety
T84104.290,EHS Good Observation,JPC Project Management>EHS Management>EHS Inspections,19/05/2020,19/05/2020,Behavioural Failure,JPC - Safey - Access,1335,Closed,Safety
T84104.291,Closed,JPC Project Management>EHS Management>EHS Inspections,18/05/2020,16/06/2020,Behavioural Failure,JPC - Safety - House Keeping,1335,Closed,Safety
T84104.292,EHS Good Observation,JPC Project Management>EHS Management>EHS Inspections,18/05/2020,18/05/2020,Behavioural Failure,JPC - Safety - House Keeping,1335,Closed,Safety
T84104.293,Closed,JPC Project Management>EHS Management>EHS Inspections,18/05/2020,16/06/2020,Behavioural Failure,JPC - Safety - Temporary Electrics,1335,Closed,Safety
T84104.294,Closed,JPC Project Management>EHS Management>EHS Inspections,18/05/2020,16/06/2020,Behavioural Failure,JPC - Carelessness,1335,Closed,Safety
T84104.295,EHS Good Observation,JPC Project Management>EHS Management>EHS Inspections,18/05/2020,18/05/2020,Behavioural Failure,JPC - General - Management,1335,Closed,Safety
T84104.296,Closed,JPC Project Management>EHS Management>EHS Inspections,18/05/2020,16/06/2020,System Failure,JPC - Safety - House Keeping,1335,Closed,Safety
T84104.297,Closed,JPC Project Management>EHS Management>EHS Inspections,18/05/2020,16/06/2020,System Failure,JPC - Safety - Environmental,1335,Closed,Safety
T84104.298,EHS Good Observation,JPC Project Management>EHS Management>EHS Inspections,18/05/2020,18/05/2020,Behavioural Failure,JPC - Safety - Access,1335,Closed,Safety
T84104.299,EHS Good Observation,JPC Project Management>EHS Management>EHS Inspections,27/03/2020,27/03/2020,Behavioural Failure,JPC - Safety - House Keeping,1335,Closed,Safety
T84104.30,Closed,JPC Project Management>EHS Management>EHS Inspections,27/03/2020,31/03/2020,Behavioural Failure,JPC - Safety - Excavations,1335,Closed,Safety
T84104.300,Closed,JPC Project Management>EHS Management>EHS Inspections,27/03/2020,27/03/2020,Behavioural Failure,JPC - Safety - Lead Management,1335,Closed,Safety
T84104.301,Closed,JPC Project Management>EHS Management>EHS Inspections,27/03/2020,31/03/2020,Behavioural Failure,JPC - Safety - Management,1335,Closed,Safety
T84104.302,EHS Good Observation,JPC Project Management>EHS Management>EHS Inspections,27/03/2020,27/03/2020,Behavioural Failure,JPC - Safety - Management,1335,Closed,Safety
T84104.303,EHS Good Observation,JPC Project Management>EHS Management>EHS Inspections,27/03/2020,27/03/2020,Behavioural Failure,JPC - Safety - Management,1335,Closed,Safety
T84104.304,Closed,JPC Project Management>EHS Management>EHS Inspections,26/03/2020,31/03/2020,Behavioural Failure,JPC - Safety - Management,1335,Closed,Safety
T84104.305,EHS Good Observation,JPC Project Management>EHS Management>EHS Inspections,26/03/2020,26/03/2020,Behavioural Failure,JPC - Safety - Scaffolding,1335,Closed,Safety
T84104.306,Closed,JPC Project Management>EHS Management>EHS Inspections,26/03/2020,31/03/2020,Behavioural Failure,JPC - Safety - Storage,1335,Closed,Safety
T84104.307,EHS Good Observation,JPC Project Management>EHS Management>EHS Inspections,26/03/2020,26/03/2020,Behavioural Failure,JPC - Safety - Exclusion Zones,1335,Closed,Safety
T84104.308,EHS Good Observation,JPC Project Management>EHS Management>EHS Inspections,26/03/2020,26/03/2020,Behavioural Failure,JPC - Safety - House Keeping,1335,Closed,Safety
T84104.309,Closed,JPC Project Management>EHS Management>EHS Inspections,26/03/2020,26/03/2020,Behavioural Failure,JPC - Safety - Plant & People Interface,1335,Closed,Safety
T84104.31,EHS Good Observation,JPC Project Management>EHS Management>EHS Inspections,26/03/2020,26/03/2020,Behavioural Failure,JPC - Safey - Access,1335,Closed,Safety
T84104.310,Closed,Quality Control>ITP 02 Architectural>Level 00  Ground Floor>Pool Area Facilities>Pool WC,25/03/2020,02/07/2020,Other,JPC - Safety - House Keeping ,1335,Closed,Site Management
T84104.311,JPC Sign Off / Closed,Quality Control>ITP 02 Architectural>LV -01 Basement,25/03/2020,29/07/2020,Other,JPC - Quality - Management,1335,Closed,Quality
T84104.312,JPC Sign Off / Closed,Quality Control>ITP 02 Architectural>LV -01 Basement,25/03/2020,29/07/2020,Other,JPC - Quality - Management,1335,Closed,Quality
T84104.313,JPC Sign Off / Closed,Quality Control>ITP 02 Architectural>LV -01 Basement,25/03/2020,29/07/2020,Other,JPC - Quality - Management,1335,Closed,Quality
T84104.314,JPC Sign Off / Closed,Quality Control>ITP 02 Architectural>LV -01 Basement,25/03/2020,21/08/2020,Other,JPC - Quality - Management,1335,Closed,Quality
T84104.315,JPC Sign Off / Closed,Quality Control>ITP 02 Architectural>LV -01 Basement,25/03/2020,21/08/2020,Other,JPC - Quality - Management,1335,Closed,Quality
T84104.316,JPC Sign Off / Closed,Quality Control>ITP 02 Architectural>LV -01 Basement,25/03/2020,21/08/2020,Other,JPC - Quality - Management,1335,Closed,Quality
T84104.317,Closed,JPC Project Management>EHS Management>EHS Inspections,24/03/2020,25/03/2020,Behavioural Failure,JPC - Safety - House Keeping,1335,Closed,Safety
T84104.318,Closed,JPC Project Management>EHS Management>EHS Inspections,24/03/2020,25/03/2020,Behavioural Failure,JPC - Safety - House Keeping,1335,Closed,Safety
T84104.319,EHS Good Observation,JPC Project Management>EHS Management>EHS Inspections,24/03/2020,24/03/2020,Behavioural Failure,JPC - Quality - Information,1335,Closed,Safety
T84104.32,EHS Good Observation,Quality Control>ITP 02 Architectural>Level 00  Ground Floor>Padddle Club,24/03/2020,24/03/2020,Behavioural Failure,JPC - Safety - Management,1335,Closed,Safety
T84104.320,Closed,JPC Project Management>EHS Management>EHS Inspections,20/03/2020,31/03/2020,Behavioural Failure,JPC - Safety - Management,1335,Closed,Safety
T84104.321,EHS Good Observation,JPC Project Management>EHS Management>EHS Inspections,20/03/2020,20/03/2020,Behavioural Failure,JPC - Quality - Management,1335,Closed,Safety
T84104.322,EHS Good Observation,JPC Project Management>EHS Management>EHS Inspections,20/03/2020,20/03/2020,Behavioural Failure,JPC - Quality - Management,1335,Closed,Safety
T84104.323,EHS Good Observation,JPC Project Management>EHS Management>EHS Inspections,20/03/2020,20/03/2020,Behavioural Failure,JPC - Quality - Management,1335,Closed,Safety
T84104.324,Closed,JPC Project Management>EHS Management>EHS Inspections,20/03/2020,25/03/2020,Behavioural Failure,JPC - Safety - Welfare Facilities,1335,Closed,Safety
T84104.325,EHS Good Observation,JPC Project Management>EHS Management>EHS Inspections,20/03/2020,20/03/2020,Behavioural Failure,JPC - Safety - Access,1335,Closed,Safety
T84104.326,EHS Good Observation,JPC Project Management>EHS Management>EHS Inspections,20/03/2020,20/03/2020,Behavioural Failure,JPC - Safety - Exclusion Zones,1335,Closed,Safety
T84104.327,Closed,JPC Project Management>EHS Management>EHS Inspections,19/03/2020,23/03/2020,Behavioural Failure,JPC - Safey - Access,1335,Closed,Safety
T84104.328,Closed,JPC Project Management>EHS Management>EHS Inspections,19/03/2020,25/03/2020,Behavioural Failure,JPC - Safety - Plant & Equipment,1335,Closed,Safety
T84104.329,Closed,JPC Project Management>EHS Management>EHS Inspections,19/03/2020,23/03/2020,Behavioural Failure,JPC - Safety - House Keeping,1335,Closed,Safety
T84104.33,EHS Good Observation,JPC Project Management>EHS Management>EHS Inspections,19/03/2020,19/03/2020,Behavioural Failure,JPC - Safety - Management,1335,Closed,Safety
T84104.330,EHS Good Observation,JPC Project Management>EHS Management>EHS Inspections,19/03/2020,19/03/2020,Behavioural Failure,JPC - Safety - Management,1335,Closed,Safety
T84104.331,EHS Good Observation,JPC Project Management>EHS Management>EHS Inspections,19/03/2020,19/03/2020,Behavioural Failure,JPC - Safety - Scaffolding,1335,Closed,Safety
T84104.332,EHS Good Observation,JPC Project Management>EHS Management>EHS Inspections,19/03/2020,19/03/2020,Behavioural Failure,JPC - Safety - Storage,1335,Closed,Safety
T84104.333,Closed,JPC Project Management>EHS Management>EHS Inspections,19/03/2020,25/03/2020,Behavioural Failure,JPC - Safety - Storage,1335,Closed,Safety
T84104.334,Closed,JPC Project Management>EHS Management>EHS Inspections,19/03/2020,19/03/2020,Behavioural Failure,JPC - Safety - Storage,1335,Closed,Safety
T84104.335,EHS Good Observation,JPC Project Management>EHS Management>EHS Inspections,19/03/2020,19/03/2020,Behavioural Failure,JPC - Safety - Exclusion Zones,1335,Closed,Safety
T84104.336,EHS Good Observation,JPC Project Management>EHS Management>EHS Inspections,19/03/2020,19/03/2020,Behavioural Failure,JPC - Safety - Documentation,1335,Closed,Safety
T84104.337,EHS Good Observation,JPC Project Management>EHS Management>EHS Inspections,18/03/2020,18/03/2020,Behavioural Failure,JPC - Safety - Exclusion Zones,1335,Closed,Safety
T84104.338,EHS Good Observation,JPC Project Management>EHS Management>EHS Inspections,18/03/2020,18/03/2020,Behavioural Failure,JPC - Safety - Management,1335,Closed,Safety
T84104.339,Closed,JPC Project Management>EHS Management>EHS Inspections,18/03/2020,19/03/2020,Behavioural Failure,JPC - Safety - Storage,1335,Closed,Safety
T84104.34,Closed,JPC Project Management>EHS Management>EHS Inspections,18/03/2020,19/03/2020,Behavioural Failure,JPC - Safety - House Keeping,1335,Closed,Safety
T84104.340,Closed,JPC Project Management>EHS Management>EHS Inspections,18/03/2020,19/03/2020,Behavioural Failure,JPC - Safety - Storage,1335,Closed,Safety
T84104.341,Closed,JPC Project Management>EHS Management>EHS Inspections,18/03/2020,19/03/2020,Behavioural Failure,JPC - Safety - House Keeping,1335,Closed,Safety
T84104.342,Closed,JPC Project Management>EHS Management>EHS Inspections,18/03/2020,19/03/2020,Behavioural Failure,JPC - Carelessness,1335,Closed,Safety
T84104.343,EHS Good Observation,JPC Project Management>EHS Management>EHS Inspections,18/03/2020,18/03/2020,Behavioural Failure,JPC - Safety - House Keeping,1335,Closed,Safety
T84104.344,Closed,JPC Project Management>EHS Management>EHS Inspections,18/03/2020,19/03/2020,Behavioural Failure,JPC - Safety - Storage,1335,Closed,Safety
T84104.345,Closed,JPC Project Management>EHS Management>EHS Inspections,18/03/2020,19/03/2020,Behavioural Failure,JPC - General - Management,1335,Closed,Safety
T84104.346,Closed,JPC Project Management>EHS Management>EHS Inspections,18/03/2020,19/03/2020,Behavioural Failure,JPC - Safety - Storage,1335,Closed,Safety
T84104.347,EHS Good Observation,JPC Project Management>EHS Management>EHS Inspections,18/03/2020,18/03/2020,Behavioural Failure,JPC - Safety - Exclusion Zones,1335,Closed,Safety
T84104.348,Closed,JPC Project Management>EHS Management>EHS Inspections,18/03/2020,18/03/2020,Behavioural Failure,JPC - Safety - Exclusion Zones,1335,Closed,Safety
T84104.349,Closed,JPC Project Management>EHS Management>EHS Inspections,16/03/2020,18/03/2020,Behavioural Failure,JPC - General - Management,1335,Closed,Safety
T84104.35,EHS Good Observation,JPC Project Management>EHS Management>EHS Inspections,16/03/2020,16/03/2020,Behavioural Failure,JPC - Quality - Management,1335,Closed,Safety
T84104.350,EHS Good Observation,JPC Project Management>EHS Management>EHS Inspections,16/03/2020,16/03/2020,Behavioural Failure,JPC - Quality - Management,1335,Closed,Safety
T84104.351,Open / Ongoing Works,JPC Project Management>Quality Management>General QA Records,13/03/2020,13/03/2020,Other,JPC - Safety - House Keeping ,1335,Open,Design Team
T84104.352,Open / Ongoing Works,JPC Project Management>Quality Management>General QA Records,13/03/2020,13/03/2020,Other,JPC - Safety - House Keeping ,1335,Open,Design Team
T84104.353,Open / Ongoing Works,JPC Project Management>Quality Management>General QA Records,13/03/2020,13/03/2020,Other,JPC - Safety - House Keeping ,1335,Open,Design Team
T84104.354,JPC Sign Off,JPC Project Management>Quality Management>General QA Records,13/03/2020,17/07/2020,Other,JPC - Safety - House Keeping ,1335,Closed,Design Team
T84104.355,Open / Ongoing Works,JPC Project Management>Quality Management>General QA Records,13/03/2020,13/03/2020,Other,JPC - Safety - House Keeping ,1335,Open,Design Team
T84104.356,Open / Ongoing Works,JPC Project Management>Quality Management>General QA Records,13/03/2020,13/03/2020,Other,JPC - Safety - House Keeping ,1335,Open,Design Team
T84104.357,JPC Sign Off,JPC Project Management>Quality Management>General QA Records,13/03/2020,17/07/2020,Other,JPC - Safety - House Keeping ,1335,Closed,Design Team
T84104.358,Closed,JPC Project Management>EHS Management>EHS Inspections,13/03/2020,19/03/2020,Behavioural Failure,JPC - Quality - Management,1335,Closed,Safety
T84104.359,EHS Good Observation,JPC Project Management>EHS Management>EHS Inspections,13/03/2020,13/03/2020,Behavioural Failure,JPC - Quality - Management,1335,Closed,Safety
T84104.36,EHS Good Observation,JPC Project Management>EHS Management>EHS Inspections,13/03/2020,13/03/2020,Behavioural Failure,JPC - General - Management,1335,Closed,Safety
T84104.360,EHS Good Observation,JPC Project Management>EHS Management>EHS Inspections,13/03/2020,13/03/2020,Behavioural Failure,JPC - General - Management,1335,Closed,Safety
T84104.361,Closed,JPC Project Management>EHS Management>EHS Inspections,13/03/2020,13/03/2020,Behavioural Failure,JPC - General - Management,1335,Closed,Safety
T84104.362,Open / Ongoing Works,JPC Project Management>Site Management,12/03/2020,12/03/2020,Other,JPC - Safety - House Keeping ,1335,Open,Site Management
T84104.363,Closed,JPC Project Management>EHS Management>EHS Inspections,12/03/2020,12/03/2020,Behavioural Failure,JPC - Safety - Plant & People Interface,1335,Closed,Safety
T84104.364,Closed,JPC Project Management>EHS Management>EHS Inspections,12/03/2020,19/03/2020,Behavioural Failure,JPC - Safety - Temporary Electrics,1335,Closed,Safety
T84104.365,EHS Good Observation,JPC Project Management>EHS Management>EHS Inspections,12/03/2020,12/03/2020,Behavioural Failure,JPC - Safety - House Keeping,1335,Closed,Safety
T84104.366,Closed,JPC Project Management>EHS Management>EHS Inspections,12/03/2020,13/03/2020,Behavioural Failure,JPC - Safety - Lead Management,1335,Closed,Safety
T84104.367,Closed,JPC Project Management>EHS Management>EHS Inspections,12/03/2020,13/03/2020,Behavioural Failure,JPC - Safety - House Keeping,1335,Closed,Safety
T84104.368,EHS Good Observation,JPC Project Management>EHS Management>EHS Inspections,12/03/2020,12/03/2020,Behavioural Failure,JPC - Safey - Access,1335,Closed,Safety
T84104.369,EHS Good Observation,JPC Project Management>EHS Management>EHS Inspections,12/03/2020,12/03/2020,Behavioural Failure,JPC - Safey - Access,1335,Closed,Safety
T84104.37,Closed,JPC Project Management>EHS Management>EHS Inspections,12/03/2020,13/03/2020,Behavioural Failure,JPC - Safety - Storage,1335,Closed,Safety
T84104.370,JPC Sign Off,Quality Control>ITP 01 Structural>Lvl 01 Floor Plan,11/03/2020,16/06/2020,Other,JPC - Safety - House Keeping ,1335,Closed,Design Team
T84104.371,EHS Good Observation,JPC Project Management>EHS Management>EHS Inspections,10/03/2020,10/03/2020,Behavioural Failure,JPC - Safety - Access,1335,Closed,Safety
T84104.372,Closed,JPC Project Management>EHS Management>EHS Inspections,10/03/2020,13/03/2020,Behavioural Failure,JPC - Quality - Information,1335,Closed,Safety
T84104.373,EHS Good Observation,JPC Project Management>EHS Management>EHS Inspections,10/03/2020,10/03/2020,Behavioural Failure,JPC - Safety - House Keeping,1335,Closed,Safety
T84104.374,Closed,JPC Project Management>EHS Management>EHS Inspections,10/03/2020,13/03/2020,Behavioural Failure,JPC - Safety - House Keeping,1335,Closed,Safety
T84104.375,Open / Ongoing Works,JPC Project Management>Site Management,10/03/2020,10/03/2020,Other,JPC - Safety - House Keeping ,1335,Open,Site Management
T84104.376,Open / Ongoing Works,JPC Project Management>Site Management,10/03/2020,10/03/2020,Other,JPC - Safety - House Keeping ,1335,Open,Site Management
T84104.377,JPC Sign Off,Quality Control>ITP 01 Structural>LV -01 Basement,10/03/2020,16/06/2020,Other,JPC - Safety - House Keeping ,1335,Closed,Design Team
T84104.378,Closed,JPC Project Management>EHS Management>EHS Inspections,10/03/2020,13/03/2020,Behavioural Failure,JPC - General - Management,1335,Closed,Safety
T84104.379,Closed,JPC Project Management>EHS Management>EHS Inspections,10/03/2020,13/03/2020,Behavioural Failure,JPC - Carelessness,1335,Closed,Safety
T84104.38,EHS Good Observation,JPC Project Management>EHS Management>EHS Inspections,10/03/2020,10/03/2020,Behavioural Failure,JPC - General - Management,1335,Closed,Safety
T84104.380,Closed,JPC Project Management>EHS Management>EHS Inspections,10/03/2020,13/03/2020,Behavioural Failure,JPC - Safety - Lead Management,1335,Closed,Safety
T84104.381,Closed,JPC Project Management>EHS Management>EHS Inspections,10/03/2020,12/03/2020,Behavioural Failure,JPC - General - Management,1335,Closed,Safety
T84104.382,Open / Ongoing Works,JPC Project Management>Site Management,06/03/2020,06/03/2020,Other,JPC - Safety - House Keeping ,1335,Open,Site Management
T84104.383,Closed,JPC Project Management>EHS Management>EHS Inspections,06/03/2020,12/03/2020,Behavioural Failure,JPC - Safety - Temporary Electrics,1335,Closed,Safety
T84104.384,Closed,JPC Project Management>EHS Management>EHS Inspections,06/03/2020,12/03/2020,Behavioural Failure,JPC - Safety - House Keeping,1335,Closed,Safety
T84104.385,EHS Good Observation,JPC Project Management>EHS Management>EHS Inspections,06/03/2020,06/03/2020,Behavioural Failure,JPC - Safety - Temporary Electrics,1335,Closed,Safety
T84104.386,Closed,JPC Project Management>EHS Management>EHS Inspections,06/03/2020,12/03/2020,Behavioural Failure,JPC - Safety - Storage,1335,Closed,Safety
T84104.387,Closed,JPC Project Management>EHS Management>EHS Inspections,06/03/2020,12/03/2020,Behavioural Failure,JPC - Safety - House Keeping,1335,Closed,Safety
T84104.388,Open / Ongoing Works,JPC Project Management,05/03/2020,05/03/2020,Other,JPC - Safety - House Keeping ,1335,Open,Site Management
T84104.389,EHS Good Observation,JPC Project Management>EHS Management>EHS Inspections,05/03/2020,05/03/2020,Behavioural Failure,JPC - Safety - Storage,1335,Closed,Safety
T84104.39,Closed,JPC Project Management>EHS Management>EHS Inspections,05/03/2020,12/03/2020,Behavioural Failure,JPC - Safety - Storage,1335,Closed,Safety
T84104.390,Closed,JPC Project Management>EHS Management>EHS Inspections,05/03/2020,12/03/2020,Behavioural Failure,JPC - Safey - Access,1335,Closed,Safety
T84104.391,EHS Good Observation,JPC Project Management>EHS Management>EHS Inspections,05/03/2020,05/03/2020,Behavioural Failure,JPC - Safety - Documentation,1335,Closed,Safety
T84104.392,EHS Good Observation,JPC Project Management>EHS Management>EHS Inspections,05/03/2020,05/03/2020,Behavioural Failure,JPC - Safety - Scaffolding,1335,Closed,Safety
T84104.393,Closed,JPC Project Management>EHS Management>EHS Inspections,05/03/2020,19/03/2020,Behavioural Failure,JPC - Safety - Storage,1335,Closed,Safety
T84104.394,EHS Good Observation,JPC Project Management>EHS Management>EHS Inspections,05/03/2020,05/03/2020,Behavioural Failure,JPC - Safey - Access,1335,Closed,Safety
T84104.395,Closed,JPC Project Management>EHS Management>EHS Inspections,05/03/2020,05/03/2020,Behavioural Failure,JPC - Safety - Exclusion Zones,1335,Closed,Safety
T84104.396,EHS Good Observation,JPC Project Management>EHS Management>EHS Inspections,05/03/2020,05/03/2020,Behavioural Failure,JPC - Safety - Exclusion Zones,1335,Closed,Safety
T84104.397,Closed,JPC Project Management>EHS Management>EHS Inspections,05/03/2020,19/03/2020,Behavioural Failure,JPC - Safey - Access,1335,Closed,Safety
T84104.398,EHS Good Observation,JPC Project Management>EHS Management>EHS Inspections,05/03/2020,05/03/2020,Behavioural Failure,JPC - Safety - Exclusion Zones,1335,Closed,Safety
T84104.399,Open / Ongoing Works,JPC Project Management>Site Management,04/03/2020,04/03/2020,Other,JPC - Safety - House Keeping ,1335,Open,Site Management
T84104.40,Closed,JPC Project Management>EHS Management>EHS Inspections,04/03/2020,05/03/2020,Behavioural Failure,JPC - Safey - Access,1335,Closed,Safety
T84104.400,EHS Good Observation,JPC Project Management>EHS Management>EHS Inspections,04/03/2020,04/03/2020,Behavioural Failure,JPC - Safety - Exclusion Zones,1335,Closed,Safety
T84104.401,Closed,JPC Project Management>EHS Management>EHS Inspections,04/03/2020,05/03/2020,Behavioural Failure,JPC - Safety - Environmental,1335,Closed,Safety
T84104.402,EHS Good Observation,JPC Project Management>EHS Management>EHS Inspections,04/03/2020,04/03/2020,Behavioural Failure,JPC - Safety - Documentation,1335,Closed,Safety
T84104.403,EHS Good Observation,JPC Project Management>EHS Management>EHS Inspections,04/03/2020,04/03/2020,Behavioural Failure,JPC - Safety - Documentation,1335,Closed,Safety
T84104.404,Closed,JPC Project Management>EHS Management>EHS Inspections,04/03/2020,19/03/2020,Behavioural Failure,JPC - Safety - House Keeping,1335,Closed,Safety
T84104.405,EHS Good Observation,JPC Project Management>EHS Management>EHS Inspections,04/03/2020,04/03/2020,Behavioural Failure,JPC - Safety - Exclusion Zones,1335,Closed,Safety
T84104.406,EHS Good Observation,JPC Project Management>EHS Management>EHS Inspections,04/03/2020,04/03/2020,Behavioural Failure,JPC - Safety - Welfare Facilities,1335,Closed,Safety
T84104.407,Open / Ongoing Works,JPC Project Management>Site Management,03/03/2020,03/03/2020,Other,JPC - Safety - House Keeping ,1335,Open,Site Management
T84104.408,EHS Good Observation,JPC Project Management>EHS Management>EHS Inspections,03/03/2020,03/03/2020,Behavioural Failure,JPC - Quality - Workmanship,1335,Closed,Safety
T84104.41,Closed,JPC Project Management>EHS Management>EHS Inspections,03/03/2020,05/03/2020,Behavioural Failure,JPC - Safety - House Keeping,1335,Closed,Safety
T84104.410,Closed,JPC Project Management>EHS Management>EHS Inspections,03/03/2020,05/03/2020,Behavioural Failure,JPC - Safety - House Keeping,1335,Closed,Safety
T84104.411,EHS Good Observation,JPC Project Management>EHS Management>EHS Inspections,03/03/2020,03/03/2020,Behavioural Failure,JPC - Safety - Access,1335,Closed,Safety
T84104.412,Closed,JPC Project Management>EHS Management>EHS Inspections,02/03/2020,05/03/2020,Behavioural Failure,JPC - Safety - House Keeping,1335,Closed,Safety
T84104.413,Closed,JPC Project Management>EHS Management>EHS Inspections,02/03/2020,05/03/2020,Behavioural Failure,JPC - Safety - House Keeping,1335,Closed,Safety
T84104.414,Closed,JPC Project Management>EHS Management>EHS Inspections,02/03/2020,05/03/2020,Behavioural Failure,JPC - General - Management,1335,Closed,Safety
T84104.415,Open / Ongoing Works,JPC Project Management>Site Management,02/03/2020,02/03/2020,Other,JPC - Safety - House Keeping ,1335,Open,Site Management
T84104.416,JPC Sign Off,Quality Control>ITP 01 Structural>Lvl 00 Ground Floor,02/03/2020,16/06/2020,Other,JPC - Safety - House Keeping ,1335,Closed,Design Team
T84104.417,EHS Good Observation,JPC Project Management>EHS Management>EHS Inspections,02/03/2020,02/03/2020,Behavioural Failure,JPC - Safety - Exclusion Zones,1335,Closed,Safety
T84104.418,JPC Sign Off,Quality Control>ITP 01 Structural>Lvl 00 Ground Floor,02/03/2020,16/06/2020,Other,JPC - Safety - House Keeping ,1335,Closed,Design Team
T84104.419,JPC Sign Off,Quality Control>ITP 02 Architectural>Level 00  Ground Floor,28/02/2020,16/06/2020,Other,JPC - Safety - House Keeping ,1335,Closed,Design Team
T84104.42,Open / Ongoing Works,JPC Project Management,28/02/2020,28/02/2020,Other,JPC - Safety - House Keeping ,1335,Open,Site Management
T84104.420,Open / Ongoing Works,JPC Project Management,27/02/2020,27/02/2020,Other,JPC - Safety - House Keeping ,1335,Open,Site Management
T84104.421,EHS Good Observation,JPC Project Management>EHS Management>EHS Inspections,27/02/2020,27/02/2020,Behavioural Failure,JPC - Safey - Access,1335,Closed,Safety
T84104.422,Closed,JPC Project Management>EHS Management>EHS Inspections,27/02/2020,05/03/2020,Behavioural Failure,JPC - Safety - Storage,1335,Closed,Safety
T84104.423,EHS Good Observation,JPC Project Management>EHS Management>EHS Inspections,27/02/2020,27/02/2020,Behavioural Failure,JPC - Safety - House Keeping,1335,Closed,Safety
T84104.424,Closed,JPC Project Management>EHS Management>EHS Inspections,27/02/2020,05/03/2020,Behavioural Failure,JPC - Safety - House Keeping,1335,Closed,Safety
T84104.425,Closed,JPC Project Management>EHS Management>EHS Inspections,27/02/2020,27/02/2020,Behavioural Failure,JPC - Safety - Exclusion Zones,1335,Closed,Safety
T84104.426,Closed,JPC Project Management>EHS Management>EHS Inspections,27/02/2020,05/03/2020,Behavioural Failure,JPC - Safey - Access,1335,Closed,Safety
T84104.427,EHS Good Observation,JPC Project Management>EHS Management>EHS Inspections,27/02/2020,27/02/2020,Behavioural Failure,JPC - Safety - Temporary Electrics,1335,Closed,Safety
T84104.428,EHS Good Observation,JPC Project Management>EHS Management>EHS Inspections,27/02/2020,27/02/2020,Behavioural Failure,JPC - Safety - House Keeping,1335,Closed,Safety
T84104.429,Closed,JPC Project Management>EHS Management>EHS Inspections,27/02/2020,05/03/2020,Behavioural Failure,JPC - Safety - Storage,1335,Closed,Safety
T84104.43,Closed,JPC Project Management>EHS Management>EHS Inspections,27/02/2020,05/03/2020,Behavioural Failure,JPC - Safey - Access,1335,Closed,Safety
T84104.430,JPC Sign Off,Quality Control>ITP 01 Structural>Lvl 00 Ground Floor,27/02/2020,16/06/2020,Other,JPC - Safety - House Keeping ,1335,Closed,Design Team
T84104.431,Open / Ongoing Works,JPC Project Management>Site Management,26/02/2020,26/02/2020,Other,JPC - Safety - House Keeping ,1335,Open,Site Management
T84104.432,Closed,JPC Project Management>EHS Management>EHS Inspections,26/02/2020,05/03/2020,Behavioural Failure,JPC - Safety - House Keeping,1335,Closed,Safety
T84104.433,Closed,JPC Project Management>EHS Management>EHS Inspections,26/02/2020,05/03/2020,Behavioural Failure,JPC - Safety - House Keeping,1335,Closed,Safety
T84104.434,EHS Good Observation,JPC Project Management>EHS Management>EHS Inspections,26/02/2020,26/02/2020,Behavioural Failure,JPC - Safey - Access,1335,Closed,Safety
T84104.435,EHS Good Observation,JPC Project Management>EHS Management>EHS Inspections,26/02/2020,26/02/2020,Behavioural Failure,JPC - Safety - Exclusion Zones,1335,Closed,Safety
T84104.436,EHS Good Observation,JPC Project Management>EHS Management>EHS Inspections,26/02/2020,26/02/2020,Behavioural Failure,JPC - Safety - Welfare Facilities,1335,Closed,Safety
T84104.437,EHS Good Observation,JPC Project Management>EHS Management>EHS Inspections,25/02/2020,25/02/2020,Behavioural Failure,JPC - Safey - Access,1335,Closed,Safety
T84104.438,Closed,JPC Project Management>EHS Management>EHS Inspections,25/02/2020,05/03/2020,Behavioural Failure,JPC - Safey - Access,1335,Closed,Safety
T84104.439,Closed,JPC Project Management>EHS Management>EHS Inspections,25/02/2020,05/03/2020,Behavioural Failure,JPC - Safety - House Keeping,1335,Closed,Safety
T84104.44,EHS Good Observation,JPC Project Management>EHS Management>EHS Inspections,25/02/2020,25/02/2020,Behavioural Failure,JPC - Safety - Exclusion Zones,1335,Closed,Safety
T84104.440,Closed,JPC Project Management>EHS Management>EHS Inspections,25/02/2020,05/03/2020,Behavioural Failure,JPC - Safety - Management,1335,Closed,Safety
