Ref,Status,Location,Created,Status Changed,Project,Report Forms Status,Report Forms Group
F92677.434,Closed,Block 5>ITP 01 Structural>Quality Control & BC(A)R,10/07/2020,03/09/2020,1343,Closed,Quality
F92677.435,Completed and signed off,EHS Inspections>JPC Project Management,10/07/2020,10/07/2020,1343,Closed,Safety
F92677.436,JPC Inspected,ITP 03 Civil Works>Quality Control & BC(A)R,10/07/2020,16/07/2020,1343,Open,Quality
F92677.437,Closed JPC Sign Off,Lvl -01 Foundation>Block 1>ITP 01 Structural>Quality Control & BC(A)R,10/07/2020,10/08/2020,1343,Closed,Quality
F92677.438,Closed,Block 5>ITP 01 Structural>Quality Control & BC(A)R,13/07/2020,03/09/2020,1343,Closed,Quality
F92677.439,Closed JPC Sign Off,lvl (-01) Foundation>Block 3>ITP 01 Structural>Quality Control & BC(A)R,13/07/2020,14/08/2020,1343,Closed,Quality
F92677.44,Closed,Block 3>ITP 01 Structural>Quality Control & BC(A)R,14/07/2020,03/09/2020,1343,Closed,Quality
F92677.440,Closed,EHS Inspections>JPC Project Management,21/05/2020,14/07/2020,1343,Closed,Safety
F92677.441,Closed,EHS Inspections>JPC Project Management,20/07/2020,28/07/2020,1343,Closed,Safety
F92677.442,Completed and signed off,EHS Inspections>JPC Project Management,20/07/2020,20/07/2020,1343,Closed,Safety
F92677.443,Completed and signed off,EHS Inspections>JPC Project Management,22/07/2020,24/07/2020,1343,Closed,Safety
F92677.444,Closed,Block 3>ITP 01 Structural>Quality Control & BC(A)R,23/07/2020,24/07/2020,1343,Closed,Quality
F92677.445,Closed,Block 3>ITP 01 Structural>Quality Control & BC(A)R,24/07/2020,03/09/2020,1343,Closed,Quality
F92677.446,Closed,Block 3>ITP 01 Structural>Quality Control & BC(A)R,24/07/2020,29/07/2020,1343,Closed,Quality
F92677.447,Closed,Block 3>ITP 01 Structural>Quality Control & BC(A)R,27/07/2020,03/09/2020,1343,Closed,Quality
F92677.448,Closed JPC Sign Off,Utilities & Drainage>ITP 03 Civil Works>Quality Control & BC(A)R,27/07/2020,09/09/2020,1343,Closed,Quality
F92677.449,Closed,Block 3>ITP 01 Structural>Quality Control & BC(A)R,28/07/2020,03/09/2020,1343,Closed,Quality
F92677.45,Completed and signed off,EHS Inspections>JPC Project Management,25/05/2020,22/07/2020,1343,Closed,Safety
F92677.450,Closed JPC Sign Off,Utilities & Drainage>ITP 03 Civil Works>Quality Control & BC(A)R,28/07/2020,11/09/2020,1343,Closed,Quality
F92677.451,Closed,Block 5>ITP 01 Structural>Quality Control & BC(A)R,28/07/2020,29/07/2020,1343,Closed,Quality
F92677.452,Closed,Block 5>ITP 01 Structural>Quality Control & BC(A)R,29/07/2020,30/07/2020,1343,Closed,Quality
F92677.453,Closed,Block 4>ITP 01 Structural>Quality Control & BC(A)R,29/07/2020,03/09/2020,1343,Closed,Quality
F92677.46,Completed and signed off,EHS Inspections>JPC Project Management,30/07/2020,30/07/2020,1343,Closed,Safety
F92677.48,Open / Ongoing Works,Utilities & Drainage>ITP 03 Civil Works>Quality Control & BC(A)R,30/07/2020,30/07/2020,1343,Open,Quality
F92677.49,Open / Ongoing Works,Utilities & Drainage>ITP 03 Civil Works>Quality Control & BC(A)R,31/07/2020,31/07/2020,1343,Open,Quality
F92677.5,Closed,Block 3>ITP 01 Structural>Quality Control & BC(A)R,31/07/2020,03/09/2020,1343,Closed,Quality
F92677.50,Open / Ongoing Works,lvl (-01) Foundation>Block 6>ITP 01 Structural>Quality Control & BC(A)R,31/07/2020,31/07/2020,1343,Open,Quality
F92677.51,Closed,EHS Inspections>JPC Project Management,27/05/2020,16/07/2020,1343,Closed,Safety
F92677.52,JPC Sign Off,ITP 03 Civil Works>Quality Control & BC(A)R,31/07/2020,31/07/2020,1343,Closed,Quality
F92677.53,Closed,Block 3>ITP 01 Structural>Quality Control & BC(A)R,04/08/2020,03/09/2020,1343,Closed,Quality
F92677.54,Closed,Block 4>ITP 01 Structural>Quality Control & BC(A)R,04/08/2020,03/09/2020,1343,Closed,Quality
F92677.55,Closed,Block 4>ITP 01 Structural>Quality Control & BC(A)R,05/08/2020,03/09/2020,1343,Closed,Quality
F92677.56,Closed,Block 4>ITP 01 Structural>Quality Control & BC(A)R,06/08/2020,03/09/2020,1343,Closed,Quality
F92677.57,Closed,Block 4>ITP 01 Structural>Quality Control & BC(A)R,06/08/2020,03/09/2020,1343,Closed,Quality
F92677.58,Closed,Block 3>ITP 01 Structural>Quality Control & BC(A)R,06/08/2020,07/08/2020,1343,Closed,Quality
F92677.59,Closed,Block 4>ITP 01 Structural>Quality Control & BC(A)R,07/08/2020,03/09/2020,1343,Closed,Quality
F92677.6,Completed and signed off,EHS Inspections>JPC Project Management,02/07/2020,16/07/2020,1343,Closed,Safety
F92677.60,Closed,Block 3>ITP 01 Structural>Quality Control & BC(A)R,07/08/2020,03/09/2020,1343,Closed,Quality
F92677.61,Closed,Block 4>ITP 01 Structural>Quality Control & BC(A)R,10/08/2020,03/09/2020,1343,Closed,Quality
F92677.62,Closed,Block 4>ITP 01 Structural>Quality Control & BC(A)R,10/08/2020,03/09/2020,1343,Closed,Quality
F92677.63,Closed,Block 1>ITP 01 Structural>Quality Control & BC(A)R,10/08/2020,11/08/2020,1343,Closed,Quality
F92677.66,Closed,EHS Inspections>JPC Project Management,10/08/2020,11/08/2020,1343,Closed,Safety
F92677.67,Completed and signed off,EHS Inspections>JPC Project Management,11/08/2020,12/08/2020,1343,Closed,Safety
F92677.68,Closed,Block 3>ITP 01 Structural>Quality Control & BC(A)R,11/08/2020,03/09/2020,1343,Closed,Quality
F92677.69,Closed,Block 1>ITP 01 Structural>Quality Control & BC(A)R,11/08/2020,03/09/2020,1343,Closed,Quality
F92677.70,Closed,Block 1>ITP 01 Structural>Quality Control & BC(A)R,12/08/2020,03/09/2020,1343,Closed,Quality
F92677.71,Completed and signed off,1343 - Project ABC,03/07/2020,16/07/2020,1343,Closed,Safety
F92677.72,Closed,Block 1>ITP 01 Structural>Quality Control & BC(A)R,12/08/2020,03/09/2020,1343,Closed,Quality
F92677.73,Closed,Block 3>ITP 01 Structural>Quality Control & BC(A)R,12/08/2020,13/08/2020,1343,Closed,Quality
F92677.74,Closed,Block 3>ITP 01 Structural>Quality Control & BC(A)R,13/08/2020,03/09/2020,1343,Closed,Quality
F92677.75,JPC Sign Off,Block 3>ITP 01 Structural>Quality Control & BC(A)R,13/08/2020,13/08/2020,1343,Closed,Design Team
F92677.77,Closed,Block 3>ITP 01 Structural>Quality Control & BC(A)R,14/08/2020,03/09/2020,1343,Closed,Quality
F92677.78,Closed,Block 3>ITP 01 Structural>Quality Control & BC(A)R,17/08/2020,10/09/2020,1343,Closed,Quality
F92677.79,Closed,Block 5>ITP 01 Structural>Quality Control & BC(A)R,17/08/2020,19/08/2020,1343,Closed,Quality
F92677.80,Closed,Daily Site Diary & Allocation Sheets>JPC Project Management,17/08/2020,17/08/2020,1343,Closed,Site Management
F92677.81,Closed,Daily Site Diary & Allocation Sheets>JPC Project Management,18/08/2020,19/08/2020,1343,Closed,Site Management
F92677.82,Closed,Daily Site Diary & Allocation Sheets>JPC Project Management,19/08/2020,20/08/2020,1343,Closed,Site Management
F92677.83,Closed,Staturatury Forms>JPC Project Management,09/07/2020,28/07/2020,1343,Closed,Safety
F92677.84,Completed and signed off,Staturatury Forms>JPC Project Management,19/08/2020,19/08/2020,1343,Closed,Safety
F92677.85,Closed,Daily Site Diary & Allocation Sheets>JPC Project Management,20/08/2020,20/08/2020,1343,Closed,Site Management
F92677.88,Closed,EHS Inspections>JPC Project Management,21/08/2020,21/08/2020,1343,Closed,Safety
F92677.89,Closed,Daily Site Diary & Allocation Sheets>JPC Project Management,21/08/2020,21/08/2020,1343,Closed,Site Management
F92677.90,Closed,Daily Site Diary & Allocation Sheets>JPC Project Management,24/08/2020,24/08/2020,1343,Closed,Site Management
F92677.91,Closed,Daily Site Diary & Allocation Sheets>JPC Project Management,25/08/2020,25/08/2020,1343,Closed,Site Management
F92677.93,Closed,Daily Site Diary & Allocation Sheets>JPC Project Management,26/08/2020,26/08/2020,1343,Closed,Site Management
F92677.94,Closed,Daily Site Diary & Allocation Sheets>JPC Project Management,27/08/2020,27/08/2020,1343,Closed,Site Management
F92677.95,Closed,Daily Site Diary & Allocation Sheets>JPC Project Management,28/08/2020,28/08/2020,1343,Closed,Site Management
F92677.96,Completed and signed off,Staturatury Forms>JPC Project Management,09/07/2020,09/07/2020,1343,Closed,Safety
F92677.97,Closed,Daily Site Diary & Allocation Sheets>JPC Project Management,31/08/2020,31/08/2020,1343,Closed,Site Management
F92677.98,Closed,EHS Inspections>JPC Project Management,01/09/2020,01/09/2020,1343,Closed,Safety
F92677.99,Closed,Daily Site Diary & Allocation Sheets>JPC Project Management,01/09/2020,01/09/2020,1343,Closed,Site Management
F92999.3,Closed,1343 - Project ABC,02/09/2020,04/09/2020,1343,Closed,Safety
F92999.4,Closed,Daily Site Diary & Allocation Sheets>JPC Project Management,02/09/2020,02/09/2020,1343,Closed,Site Management
F92999.5,Closed,EHS Inspections>JPC Project Management,03/09/2020,03/09/2020,1343,Closed,Safety
F92999.6,Closed,Daily Site Diary & Allocation Sheets>JPC Project Management,03/09/2020,03/09/2020,1343,Closed,Site Management
F93432.2,Closed,Daily Site Diary & Allocation Sheets>JPC Project Management,04/09/2020,04/09/2020,1343,Closed,Site Management
F93432.3,Completed and signed off,EHS Inspections>JPC Project Management,13/07/2020,16/07/2020,1343,Closed,Safety
F93432.4,Closed,Daily Site Diary & Allocation Sheets>JPC Project Management,07/09/2020,07/09/2020,1343,Closed,Site Management
F93432.5,Closed,Daily Site Diary & Allocation Sheets>JPC Project Management,08/09/2020,08/09/2020,1343,Closed,Site Management
F93432.6,Open / Ongoing Works,Utilities & Drainage>ITP 03 Civil Works>Quality Control & BC(A)R,09/09/2020,09/09/2020,1343,Open,Quality
F93432.7,Closed,EHS Inspections>JPC Project Management,10/09/2020,10/09/2020,1343,Closed,Safety
F93432.8,Closed,Daily Site Diary & Allocation Sheets>JPC Project Management,10/09/2020,10/09/2020,1343,Closed,Site Management
F93432.9,Closed,Daily Site Diary & Allocation Sheets>JPC Project Management,11/09/2020,11/09/2020,1343,Closed,Site Management
F95601.2,Closed,Utilities & Drainage>ITP 03 Civil Works>Quality Control & BC(A)R,14/09/2020,14/09/2020,1343,Closed,Quality
F95601.3,Open / Ongoing Works,EHS Inspections>JPC Project Management,14/09/2020,14/09/2020,1343,Open,Safety
F96080.2,Completed and signed off,EHS Inspections>JPC Project Management,14/07/2020,16/07/2020,1343,Closed,Safety
F96227.2,Closed JPC Reviewed,Staturatury Forms>JPC Project Management,05/06/2020,09/06/2020,1343,Closed,Site Management
F97233.10,Closed,EHS Inspections>JPC Project Management,28/07/2020,30/07/2020,1343,Closed,Safety
F97233.11,Closed,EHS Inspections>JPC Project Management,30/07/2020,31/07/2020,1343,Closed,Safety
F97233.12,Closed,EHS Inspections>JPC Project Management,05/08/2020,06/08/2020,1343,Closed,Safety
F97233.13,Closed,EHS Inspections>JPC Project Management,06/08/2020,07/08/2020,1343,Closed,Safety
F97233.14,Completed and signed off,EHS Inspections>JPC Project Management,06/08/2020,07/08/2020,1343,Closed,Safety
F97233.15,Closed,EHS Inspections>JPC Project Management,11/08/2020,12/08/2020,1343,Closed,Safety
F97233.16,Closed,EHS Inspections>JPC Project Management,12/08/2020,13/08/2020,1343,Closed,Safety
F97233.17,Closed,EHS Inspections>JPC Project Management,13/08/2020,14/08/2020,1343,Closed,Safety
F97233.18,Closed,Daily Site Diary & Allocation Sheets>JPC Project Management,17/08/2020,17/08/2020,1343,Closed,Safety
F97233.19,Closed,EHS Inspections>JPC Project Management,27/07/2020,28/07/2020,1343,Closed,Safety
F97233.2,Completed and signed off,Daily Site Diary & Allocation Sheets>JPC Project Management,17/08/2020,17/08/2020,1343,Closed,Safety
F97233.20,Closed,Daily Site Diary & Allocation Sheets>JPC Project Management,19/08/2020,20/08/2020,1343,Closed,Safety
F97233.21,Closed,EHS Inspections>JPC Project Management,20/08/2020,20/08/2020,1343,Closed,Safety
F97233.22,Closed,Daily Site Diary & Allocation Sheets>JPC Project Management,21/08/2020,21/08/2020,1343,Closed,Safety
F97233.23,Closed,EHS Inspections>JPC Project Management,21/08/2020,25/08/2020,1343,Closed,Safety
F97233.24,Closed,EHS Inspections>JPC Project Management,25/08/2020,26/08/2020,1343,Closed,Safety
F97233.25,Closed,EHS Inspections>JPC Project Management,26/08/2020,27/08/2020,1343,Closed,Safety
F97233.26,Closed,EHS Inspections>JPC Project Management,26/08/2020,27/08/2020,1343,Closed,Safety
F97233.27,Closed,EHS Inspections>JPC Project Management,26/08/2020,27/08/2020,1343,Closed,Safety
F97233.28,Closed,EHS Inspections>JPC Project Management,27/08/2020,27/08/2020,1343,Closed,Safety
F97233.29,Closed,EHS Inspections>JPC Project Management,31/08/2020,01/09/2020,1343,Closed,Safety
F97233.3,Closed,EHS Inspections>JPC Project Management,01/09/2020,01/09/2020,1343,Closed,Safety
F97233.30,Closed,EHS Inspections>JPC Project Management,02/09/2020,02/09/2020,1343,Closed,Safety
F97233.31,Closed,EHS Inspections>JPC Project Management,03/09/2020,03/09/2020,1343,Closed,Safety
F97233.32,Closed,EHS Inspections>JPC Project Management,04/09/2020,04/09/2020,1343,Closed,Safety
F97233.33,Closed,EHS Inspections>JPC Project Management,07/09/2020,08/09/2020,1343,Closed,Safety
F97233.34,Completed and signed off,EHS Inspections>JPC Project Management,27/07/2020,28/07/2020,1343,Closed,Safety
F97233.35,Closed,EHS Inspections>JPC Project Management,08/09/2020,08/09/2020,1343,Closed,Safety
F97233.36,Closed,EHS Inspections>JPC Project Management,08/09/2020,08/09/2020,1343,Closed,Safety
F97233.37,Closed,EHS Inspections>JPC Project Management,10/09/2020,10/09/2020,1343,Closed,Safety
F97233.38,Opened,EHS Inspections>JPC Project Management,10/09/2020,10/09/2020,1343,Open,Safety
F97233.39,Closed,EHS Inspections>JPC Project Management,10/09/2020,10/09/2020,1343,Closed,Safety
F97233.4,Closed,EHS Inspections>JPC Project Management,14/09/2020,15/09/2020,1343,Closed,Safety
F97233.5,Open / Ongoing Works,EHS Inspections>JPC Project Management,15/09/2020,15/09/2020,1343,Open,Safety
F97233.6,Closed,EHS Inspections>JPC Project Management,27/07/2020,28/07/2020,1343,Closed,Safety
F97233.7,Closed,Daily Site Diary & Allocation Sheets>JPC Project Management,29/07/2020,30/07/2020,1343,Closed,Safety
F97233.8,Closed,Daily Site Diary & Allocation Sheets>JPC Project Management,31/07/2020,04/08/2020,1343,Closed,Safety
F97233.9,Closed,EHS Inspections>JPC Project Management,04/08/2020,04/08/2020,1343,Closed,Safety
F97233.40,Closed,JPC Project Management,05/08/2020,06/08/2020,1343,Closed,Safety
F97233.41,Closed,EHS Inspections>JPC Project Management,03/09/2020,08/09/2020,1343,Closed,Safety
F97233.42,Closed,EHS Inspections>JPC Project Management,07/09/2020,08/09/2020,1343,Closed,Safety
F97233.43,Open / Ongoing Works,EHS Inspections>JPC Project Management,15/09/2020,15/09/2020,1345,Open,Safety
F97233.44,Closed,EHS Inspections>JPC Project Management,14/09/2020,15/09/2020,1345,Closed,Safety
F97233.45,Closed,Daily Site Diary & Allocation Sheets>JPC Project Management,14/09/2020,14/09/2020,1345,Closed,Site Management
F97233.46,Open / Ongoing Works,EHS Inspections>JPC Project Management,14/09/2020,14/09/2020,1345,Open,Safety
F97233.47,Closed,Utilities & Drainage>ITP 03 Civil Works>Quality Control & BC(A)R,14/09/2020,14/09/2020,1345,Closed,Quality
F97233.48,Closed,Utilities & Drainage>ITP 03 Civil Works>Quality Control & BC(A)R,11/09/2020,14/09/2020,1345,Closed,Quality
F97233.49,Closed,Daily Site Diary & Allocation Sheets>JPC Project Management,11/09/2020,11/09/2020,1345,Closed,Site Management
F97233.50,Closed,EHS Inspections>JPC Project Management,11/09/2020,11/09/2020,1345,Closed,Safety
F97233.51,Closed,EHS Inspections>JPC Project Management,10/09/2020,10/09/2020,1345,Closed,Safety
F97233.52,Closed,EHS Inspections>JPC Project Management,10/09/2020,10/09/2020,1345,Closed,Safety
F97233.53,Closed,EHS Inspections>JPC Project Management,10/09/2020,10/09/2020,1345,Closed,Safety
F97233.54,Closed,Daily Site Diary & Allocation Sheets>JPC Project Management,10/09/2020,10/09/2020,1345,Closed,Site Management
F97233.55,Opened,EHS Inspections>JPC Project Management,10/09/2020,10/09/2020,1345,Open,Safety
F97233.56,Closed,EHS Inspections>JPC Project Management,10/09/2020,10/09/2020,1345,Closed,Safety
F97233.57,Closed,EHS Inspections>JPC Project Management,10/09/2020,10/09/2020,1345,Closed,Safety
F97233.58,Closed,Daily Site Diary & Allocation Sheets>JPC Project Management,09/09/2020,09/09/2020,1345,Closed,Site Management
F97233.59,Open / Ongoing Works,Utilities & Drainage>ITP 03 Civil Works>Quality Control & BC(A)R,09/09/2020,09/09/2020,1345,Open,Quality
F97233.60,Open / Ongoing Works,EHS Inspections>JPC Project Management,09/09/2020,09/09/2020,1345,Open,Safety
F97233.61,Closed,EHS Inspections>JPC Project Management,08/09/2020,08/09/2020,1345,Closed,Safety
F97233.62,Closed,EHS Inspections>JPC Project Management,08/09/2020,08/09/2020,1345,Closed,Safety
F97233.63,Closed,Daily Site Diary & Allocation Sheets>JPC Project Management,08/09/2020,08/09/2020,1345,Closed,Site Management
F97233.64,Open / Ongoing Works,Utilities & Drainage>ITP 03 Civil Works>Quality Control & BC(A)R,07/09/2020,07/09/2020,1345,Open,Quality
F97233.65,Closed,EHS Inspections>JPC Project Management,07/09/2020,08/09/2020,1345,Closed,Safety
F97233.66,Closed,EHS Inspections>JPC Project Management,07/09/2020,08/09/2020,1345,Closed,Safety
F97233.67,Closed,Daily Site Diary & Allocation Sheets>JPC Project Management,07/09/2020,07/09/2020,1345,Closed,Site Management
F97233.68,Closed,Daily Site Diary & Allocation Sheets>JPC Project Management,04/09/2020,04/09/2020,1345,Closed,Site Management
F97233.69,Closed,EHS Inspections>JPC Project Management,04/09/2020,04/09/2020,1345,Closed,Safety
F97233.70,Closed,EHS Inspections>JPC Project Management,04/09/2020,04/09/2020,1345,Closed,Safety
F97233.71,Works Complete / Resolved,Block 3>ITP 01 Structural>Quality Control & BC(A)R,03/09/2020,10/09/2020,1345,Open,Quality
F97233.72,Closed,EHS Inspections>JPC Project Management,03/09/2020,03/09/2020,1345,Closed,Safety
F97233.73,Closed,EHS Inspections>JPC Project Management,03/09/2020,08/09/2020,1345,Closed,Safety
F97233.74,Closed,Daily Site Diary & Allocation Sheets>JPC Project Management,03/09/2020,03/09/2020,1345,Closed,Site Management
F97233.75,Closed,EHS Inspections>JPC Project Management,03/09/2020,03/09/2020,1345,Closed,Safety
F97233.76,JPC Sign Off,Block 3>ITP 01 Structural>Quality Control & BC(A)R,03/09/2020,03/09/2020,1345,Closed,Design Team
F97233.77,Closed,Daily Site Diary & Allocation Sheets>JPC Project Management,02/09/2020,02/09/2020,1345,Closed,Site Management
F97233.78,Closed,EHS Inspections>JPC Project Management,02/09/2020,02/09/2020,1345,Closed,Safety
F97233.79,Closed,1343 - Project ABC,02/09/2020,04/09/2020,1345,Closed,Safety
F97233.80,Closed,ITP 01 Structural>Quality Control & BC(A)R,02/09/2020,09/09/2020,1345,Closed,Quality
F97233.81,Works Complete / Resolved,Block 1>ITP 01 Structural>Quality Control & BC(A)R,01/09/2020,10/09/2020,1345,Open,Quality
F97233.82,Closed,EHS Inspections>JPC Project Management,01/09/2020,01/09/2020,1345,Closed,Safety
F97233.83,Closed,Block 3>ITP 01 Structural>Quality Control & BC(A)R,01/09/2020,08/09/2020,1345,Closed,Quality
F97233.84,Closed,Daily Site Diary & Allocation Sheets>JPC Project Management,01/09/2020,01/09/2020,1345,Closed,Site Management
F97233.85,Closed,EHS Inspections>JPC Project Management,01/09/2020,01/09/2020,1345,Closed,Safety
F97233.86,Closed,Material Delivery Records>JPC Project Management,01/09/2020,01/09/2020,1345,Closed,Quality
F97233.87,Closed,Block 1>ITP 01 Structural>Quality Control & BC(A)R,31/08/2020,08/09/2020,1345,Closed,Quality
F97233.88,Closed,EHS Inspections>JPC Project Management,31/08/2020,01/09/2020,1345,Closed,Safety
F97233.89,Closed,Daily Site Diary & Allocation Sheets>JPC Project Management,31/08/2020,31/08/2020,1345,Closed,Site Management
F97233.90,JPC Sign Off,ITP 03 Civil Works>Quality Control & BC(A)R,31/08/2020,01/09/2020,1345,Closed,Quality
F97233.91,Closed JPC Sign Off,Utilities & Drainage>ITP 03 Civil Works>Quality Control & BC(A)R,31/08/2020,09/09/2020,1345,Closed,Quality
F97233.92,Closed,EHS Inspections>JPC Project Management,31/08/2020,31/08/2020,1345,Closed,Safety
F97233.93,Closed,EHS Inspections>JPC Project Management,28/08/2020,31/08/2020,1345,Closed,Safety
F97233.94,Works Complete / Resolved,Block 3>ITP 01 Structural>Quality Control & BC(A)R,28/08/2020,10/09/2020,1345,Open,Quality
F97233.95,Closed,Daily Site Diary & Allocation Sheets>JPC Project Management,28/08/2020,28/08/2020,1345,Closed,Site Management
F97233.96,JPC Sign Off,Block 3>ITP 01 Structural>Quality Control & BC(A)R,28/08/2020,31/08/2020,1345,Closed,Design Team
F97233.97,Closed,Daily Site Diary & Allocation Sheets>JPC Project Management,27/08/2020,27/08/2020,1345,Closed,Site Management
F97233.98,Closed,EHS Inspections>JPC Project Management,27/08/2020,08/09/2020,1345,Closed,Safety
F97233.99,Closed,Block 3>ITP 01 Structural>Quality Control & BC(A)R,27/08/2020,28/08/2020,1345,Closed,Quality
F97233.100,Closed JPC Sign Off,ITP 01 Structural>Quality Control & BC(A)R,27/08/2020,11/09/2020,1345,Closed,Quality
F97233.101,Closed,Staturatury Forms>JPC Project Management,27/08/2020,27/08/2020,1345,Closed,Safety
F97233.102,Closed,Block 3>ITP 01 Structural>Quality Control & BC(A)R,27/08/2020,08/09/2020,1345,Closed,Quality
F97233.103,Closed,EHS Inspections>JPC Project Management,27/08/2020,27/08/2020,1345,Closed,Safety
F97233.104,Closed,Block 3>ITP 01 Structural>Quality Control & BC(A)R,26/08/2020,27/08/2020,1345,Closed,Quality
F97233.105,Closed,Daily Site Diary & Allocation Sheets>JPC Project Management,26/08/2020,26/08/2020,1345,Closed,Site Management
F97233.106,Closed,EHS Inspections>JPC Project Management,26/08/2020,27/08/2020,1345,Closed,Safety
F97233.107,Closed,EHS Inspections>JPC Project Management,26/08/2020,27/08/2020,1345,Closed,Safety
F97233.108,Closed,EHS Inspections>JPC Project Management,26/08/2020,27/08/2020,1345,Closed,Safety
F97233.109,Closed,Block 3>ITP 01 Structural>Quality Control & BC(A)R,25/08/2020,26/08/2020,1345,Closed,Quality
F97233.110,Closed,EHS Inspections>JPC Project Management,25/08/2020,26/08/2020,1345,Closed,Safety
F97233.111,Closed,Daily Site Diary & Allocation Sheets>JPC Project Management,25/08/2020,25/08/2020,1345,Closed,Site Management
F97233.112,Closed,Utilities & Drainage>ITP 03 Civil Works>Quality Control & BC(A)R,25/08/2020,25/08/2020,1345,Closed,Quality
F97233.113,Closed,EHS Inspections>JPC Project Management,25/08/2020,25/08/2020,1345,Closed,Safety
F97233.114,Closed,EHS Inspections>JPC Project Management,24/08/2020,26/08/2020,1345,Closed,Safety
F97233.115,Closed,Daily Site Diary & Allocation Sheets>JPC Project Management,24/08/2020,24/08/2020,1345,Closed,Site Management
F97233.116,Closed,Utilities & Drainage>ITP 03 Civil Works>Quality Control & BC(A)R,21/08/2020,24/08/2020,1345,Closed,Quality
F97233.117,Closed,EHS Inspections>JPC Project Management,21/08/2020,25/08/2020,1345,Closed,Safety
F97233.118,Closed,Daily Site Diary & Allocation Sheets>JPC Project Management,21/08/2020,21/08/2020,1345,Closed,Safety
F97233.119,Closed,Daily Site Diary & Allocation Sheets>JPC Project Management,21/08/2020,21/08/2020,1345,Closed,Site Management
F97233.120,JPC Sign Off,Block 3>ITP 01 Structural>Quality Control & BC(A)R,21/08/2020,21/08/2020,1345,Closed,Design Team
F97233.121,Closed,EHS Inspections>JPC Project Management,21/08/2020,21/08/2020,1345,Closed,Safety
F97233.122,Closed,Block 3>ITP 01 Structural>Quality Control & BC(A)R,21/08/2020,08/09/2020,1345,Closed,Quality
F97233.123,Closed,Block 3>ITP 01 Structural>Quality Control & BC(A)R,20/08/2020,08/09/2020,1345,Closed,Quality
F97233.124,Closed,EHS Inspections>JPC Project Management,20/08/2020,20/08/2020,1345,Closed,Safety
F97233.125,Closed,Block 3>ITP 01 Structural>Quality Control & BC(A)R,20/08/2020,20/08/2020,1345,Closed,Quality
F97233.126,Closed,Daily Site Diary & Allocation Sheets>JPC Project Management,20/08/2020,20/08/2020,1345,Closed,Site Management
F97233.127,Closed,Block 3>ITP 01 Structural>Quality Control & BC(A)R,20/08/2020,24/08/2020,1345,Closed,Quality
F97233.128,JPC Sign Off,Block 3>ITP 01 Structural>Quality Control & BC(A)R,20/08/2020,20/08/2020,1345,Closed,Design Team
F97233.129,Works Complete / Resolved,Block 3>ITP 01 Structural>Quality Control & BC(A)R,20/08/2020,10/09/2020,1345,Open,Quality
F97233.130,Closed,EHS Inspections>JPC Project Management,20/08/2020,20/08/2020,1345,Closed,Safety
F97233.131,Closed,EHS Inspections>JPC Project Management,19/08/2020,27/08/2020,1345,Closed,Safety
F97233.132,Closed,Block 3>ITP 01 Structural>Quality Control & BC(A)R,19/08/2020,20/08/2020,1345,Closed,Quality
F97233.133,Completed and signed off,Staturatury Forms>JPC Project Management,19/08/2020,19/08/2020,1345,Closed,Safety
F97233.134,Closed,Daily Site Diary & Allocation Sheets>JPC Project Management,19/08/2020,20/08/2020,1345,Closed,Site Management
F97233.135,Closed,Daily Site Diary & Allocation Sheets>JPC Project Management,19/08/2020,20/08/2020,1345,Closed,Safety
F97233.136,Closed,Block 3>ITP 01 Structural>Quality Control & BC(A)R,19/08/2020,03/09/2020,1345,Closed,Quality
F97233.137,Closed,Block 5>ITP 01 Structural>Quality Control & BC(A)R,19/08/2020,14/09/2020,1345,Closed,Quality
F97233.138,JPC Sign Off,Block 3>ITP 01 Structural>Quality Control & BC(A)R,18/08/2020,10/09/2020,1345,Closed,Quality
F97233.139,Closed,Block 3>ITP 01 Structural>Quality Control & BC(A)R,18/08/2020,08/09/2020,1345,Closed,Quality
F97233.140,Closed,Daily Site Diary & Allocation Sheets>JPC Project Management,18/08/2020,19/08/2020,1345,Closed,Site Management
F97233.141,Closed,EHS Inspections>JPC Project Management,18/08/2020,26/08/2020,1345,Closed,Safety
F97233.142,Closed,Block 1>ITP 01 Structural>Quality Control & BC(A)R,18/08/2020,09/09/2020,1345,Closed,Quality
F97233.143,JPC Sign Off,Block 1>ITP 01 Structural>Quality Control & BC(A)R,18/08/2020,18/08/2020,1345,Closed,Design Team
F97233.144,Closed JPC Reviewed,1343 - Project ABC,17/08/2020,17/08/2020,1345,Closed,Quality
F97233.145,Closed,Daily Site Diary & Allocation Sheets>JPC Project Management,17/08/2020,17/08/2020,1345,Closed,Site Management
F97233.146,Closed,Block 3>ITP 01 Structural>Quality Control & BC(A)R,17/08/2020,03/09/2020,1345,Closed,Quality
F97233.147,JPC Sign Off,Block 3>ITP 01 Structural>Quality Control & BC(A)R,17/08/2020,17/08/2020,1345,Closed,Design Team
F97233.148,Completed and signed off,Daily Site Diary & Allocation Sheets>JPC Project Management,17/08/2020,17/08/2020,1345,Closed,Safety
F97233.149,Closed,Daily Site Diary & Allocation Sheets>JPC Project Management,17/08/2020,17/08/2020,1345,Closed,Safety
F97233.150,Closed,Block 5>ITP 01 Structural>Quality Control & BC(A)R,17/08/2020,19/08/2020,1345,Closed,Quality
